"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"64","「曲中知人」人物生平就是作文素材~","承龙伏墨",1420070400,"<b>介绍：</b>与其在枯燥的史书中苦苦寻觅，阁下何不呷一口热茶，于古典雅致的古风音韵中了解他们的生平事迹呢？伏墨在听古风的过程中为各位总结了些~ （前15首是群像,16开始是单人生平事迹） 「噢噢，这里是人物素材库哦，涨姿势了~」 「作文素材get√(??????)??~」「看我刷出了什么~！」<br>",113890,3014,54,204,"[""古风"",""学习""]",215,8,71,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",154,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",95,6,"否","否","否","是","否","否","否",11.6429883492684,1
"65","「日本の风味」","丿曰月",1419552000,"<b>介绍：</b>楽：日本风味！民乐！童谣！电子！ <br>好音乐不分国界，抛开其他因素来说<br>其实日本风味的音乐还是挺不错的。<br>在我眼里，民乐与电子的结合可视为艺术品<br>正所谓越是民族的，就越是世界的！<br>电子与民乐结合的，不得不推荐<br>HowieLee，李老师<br>精品不需解释太多<br>请开始欣赏吧！<br><br>",323249,9800,267,161,"[""民族"",""电子"",""说唱""]",8589,10,125,7,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",175,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",172,2,"是","否","否","否","是","否","否",12.6861782030485,1
"66","「酥骨女嗓」如痴如醉深入骨髓","JonathanHyden",1468454400,"<b>介绍：</b>充满异域美的嗓音.<br>动听而不失神秘感.<br>丝毫无损它的美感.<br>一首歌好听与否,不在于语种.<br>而是取决于会不会让听者陶醉其中.<br>",160665,2428,42,28,"[""欧美"",""另类/独立"",""清新""]",23200,9,41,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",87,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",23,0,"是","否","否","否","是","否","否",11.9870767308668,1
"67","「听点不一样」当一个民谣歌手唱起了英文","帷中暮色",1480291200,"<b>介绍：</b>品味不一样的感觉，聆听歌手的另一面。<br>",233191,3944,120,32,"[""民谣"",""清新"",""流行""]",17175,9,38,19,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",32,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",33,6,"是","否","否","否","是","否","否",12.3596131392317,1
"68","「无径之林」春末里的废墟","独行的棕鹿",1466380800,"<b>介绍：</b>疏离、逃往、流浪和漂泊为本期歌单的主题<br>在孤独无解垂暮之年 <br>对于诗人和流浪者 这个世界每天都如此新鲜 只有庸碌的人以为它日日陈旧<br>活着的人却像游街里的梦中残魂 无处安放的恐惧感都需要找个适宜的宣泄出口<br>掩藏不住内心的困厄与悲戚 恐慌和煎熬<br>看似裹着一件单薄乏味的外衣 实际有着坚实厚重的本质<br>当痛苦被陈述 就成了一场表演<br>世上有很多用尽一生力气想改变的事情 却忘了世界本身就有他的规则<br>或许醒来的无梦世界 循环往复的是蹉跎 是欺骗 <br>是口里说着算了吧的无望忏悔<br>",45149,1404,52,84,"[""欧美"",""另类/独立"",""夜晚""]",53024,10,23,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",272,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",27,0,"是","否","否","否","是","否","否",10.7177234102056,1
"69","「戏腔 游园惊梦、梦三生」","绯番_金木水火土_",1427241600,"<b>介绍：</b>“原来姹紫嫣红开遍，似这般都付与断井颓垣。良辰美景奈何天，便赏心乐事谁家院？朝飞暮卷，云霞翠轩，雨丝风片，烟波画船。锦屏人忒看的这韶光贱！”此为古风向//戏腔集<br>",295423,9605,44,105,"[""古风"",""网络歌曲"",""经典""]",118,8,24,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",94,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否",55,4,"否","否","否","是","否","否","否",12.5961635065765,1
"70","「细碎梦境」轻如梦境的呢喃","JonathanHyden",1469923200,"<b>介绍：</b>孤独对你而言无处不在，你的一切都在孤独里面。<br>你曾多少次在那片快乐岛屿上藏身，更好地融进生命和它的设计，<br>带去的扰动气流慢慢让影像思考和沉静，就像从集市带回的几朵花，花瓣小心翼翼地绽放。或多或少，无论你是什么，你都亏欠孤独 。<br>",306443,4585,74,190,"[""欧美"",""另类/独立"",""清新""]",23200,9,41,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",133,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",21,0,"是","否","否","否","是","否","否",12.6327870464275,1
"71","「厌人情绪」孤独是疯狂生长的细菌","独行的棕鹿",1449532800,"<b>介绍：</b>泛滥的细菌在空气里蔓延，然后呼吸进身体里，心脏里都是苦涩和酸楚。<br>",91533,1908,59,122,"[""欧美"",""电子"",""另类/独立""]",53024,10,23,16,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",46,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",30,1,"是","否","否","否","是","否","否",11.4244548419807,1
"72","「遗世独立」对世界不及万分之一的怜惜","独行的棕鹿",1482710400,"<b>介绍：</b>-<br>不再试图遗忘什么 不再全力铭记什么<br>我在时间里溯流而上 轻浮的总会被冲走<br>厚重的终究会留下 并将成为我愈走愈深的脚印<br>",305515,4846,84,77,"[""欧美"",""另类/独立"",""夜晚""]",53024,10,23,18,"否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",83,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",12.6297541562248,1
"73","「粤语」× 夜话港乐","肥肉啊肥肉",1420329600,"<b>介绍：</b>在想 我要不要把所有我觉得不错的粤语歌都弄到这张单里面<br>",222727,3124,22,66,"[""粤语"",""夜晚"",""散步""]",18487,10,64,10,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否",41,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",513,134,"是","否","否","否","是","否","否",12.313702085232,1
"74","「粤语」说的容易，输给回忆","寺司_",1471392000,"<b>介绍：</b>希望往后依旧能勇敢的承认自己的感情<br>依旧能把情绪换成一个又一个字<br>希望当日热情燃不尽<br>今日热情仍不尽<br>希望这是我最后一次写有关于你<br>愿不再卑微到尘土里<br>因为不一定能开出花<br>现在还有纯粹的喜欢吗<br><br>除去所有浪漫的惊喜和冗杂的情话<br>也许爱情只是一段尽可能长久的陪伴<br>长到四季穿越过蒹葭<br>长到青丝抽离成白发<br>长到把你我的余生岁月<br>熬成一碗汤悲喜共享<br><br>感情越是索取越是贫瘠<br>有时候生活给你苦难<br>是在铺垫浪漫<br>像停电时的蜡烛<br>大雨过后的彩虹<br>重归于好的爱人<br><br>最后爱的人都变成了什么 茶余饭后的闲谈 深夜卧床的辗转 电影主角的代换 是寒冬的袄 初秋的衫 血战的马 最终的疤<br><br>",218654,1735,14,7,"[""粤语"",""流行"",""伤感""]",95652,8,58,13,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否",369,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",50,9,"是","否","否","否","是","否","否",12.295245850751,1
"75","「Trip-Hop」阴暗中盛开的鲜花","阿勃勃",1402185600,"<b>介绍：</b>Trip-Hop（神游舞曲）是英伦/欧洲跳舞音乐的一种，它的名字来源是“ Trip+ Hip Hop&quot;= Trip-Hop&quot;，这种风格是英国评论界创造出来的一个新名词，他们想要用这个词来描述一种兼有落魄、爵士、疯克、和受灵魂乐影响的实验性破拍舞曲的特色的新型音乐风格（百度百科）。灵感来自落网<br>",40923,755,28,32,"[""欧美"",""英伦"",""另类/独立""]",31092,10,143,18,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",170,"否","是","否","否","否","否","否","是","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",18,1,"是","否","否","否","是","否","否",10.6194475311612,1
"76","「V家」镜音双子三大悲剧","夏目泠子",1444521600,"<b>介绍：</b>镜音双子三大悲剧是指恶系列、囚人系列和雪系列。<br><br>包含曲目：<br><br>恶系列：《恶ノ娘》《恶ノ召 使》《リグレットメッセ ージ》（Regret Message）《re birt hday》（再生之日）《白ノ娘》《トワ イライトプランク》（Twiright Pran k）<br><br>囚人系列：《囚人》《纸飞行机》《序 节「分断」》（未找到）《第一节「英雄」》（未找到）《 第二节「明日」》（未找到）<br><br>雪系列：《soundless voice》《pro of of life》<br><br>PS：另外值得一说的是心系列（ココロ、ココロ キセキ）并不属于三大悲剧！不过本单依然收录。<br><br>by阿笑<br>",24148,2870,9,32,"[""华语"",""ACG"",""思念""]",519,9,21,12,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",334,"否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",15,2,"否","否","否","是","否","否","否",10.0919568399163,1
"77","「おはよう~」早安 声优叫你起床 (男声)","MonkeyLea_4",1458604800,"<b>介绍：</b>从drama里整理了一些「早安 」 <br>(=?ω?)? 本命叫你起床咯<br>(*/ω＼*)第一轨高甜～<br>(最后一轨什么鬼啊喂（装作不明白的样子<br>",159439,16262,134,185,"[""日语"",""清晨"",""治愈""]",575,8,30,21,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",91,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否",57,0,"否","否","否","是","否","否","否",11.9794166829152,1
"78","『初雪樱』O.S.T","一条蛍",1410134400,"<b>介绍：</b>初雪樱确实是很不错的游戏，OST相当赞 (歌曲按照游戏中顺序排序)<br>",89450,14948,17,106,"[""日语"",""轻音乐"",""ACG""]",2096,8,44,10,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",47,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否",39,0,"否","否","否","是","否","否","否",11.4014350889369,1
"79","『纯音』世界以痛吻我，我愿报之以歌","右心丶",1487548800,"<b>介绍：</b>那是一幅画，这世上应该有这样一幅画。你是来自远方的列车，应该从阳光里驶来，在白雾里出现，我面向着太阳，举起手遮挡双眼。<br><br>窗外如此灰暗<br>内心却满心希望与阳光<br>青青草地，湛蓝天空。<br>即使世界以痛吻我，我也愿报之以歌<br><br>————————<br>选取了一些舒缓暖心的音乐<br>愿能给你一个阳光灿烂的自己<br>在音乐的海洋里<br>找到最喜欢和最向往的自己<br><br>在这<br>清爽亮丽的早晨<br>阳光静谧的午后<br>夜色静美的夜晚<br>聆听那该是多美妙的一幅画。<br>",247580,6777,81,61,"[""轻音乐"",""New Age"",""古典""]",11243,8,44,17,"否","否","是","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",271,"否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",54,1,"是","否","否","否","是","否","否",12.4194890410858,1
"80","『大话西游20年』电影原声","司徒阿来",1414108800,"<b>介绍：</b>20年了，他也没有踩着七彩祥云来娶我……20年了，借此来祭奠一下我们的青春和爱情。 周星驰和刘镇伟的《大话西游》就是一部痛彻心扉的喜剧片，20年后经典重映，此情可待成追忆，只是当时已惘然。<br>",297631,1974,1669,72,"[""影视原声"",""感动"",""夜晚""]",18,8,18,13,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",108,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",14,1,"否","否","否","是","否","否","否",12.6036097431828,1
"81","『电子乐』Monstercat厂牌电音精选","讳讳莫如深",1421193600,"<b>介绍：</b>猫厂<br>",149207,6995,85,63,"[""欧美"",""电子"",""另类/独立""]",11590,10,90,21,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",90,1,"是","否","否","否","是","否","否",11.9130898825413,1
"82","『电子女毒』 时下最最最热门单曲合集","--乐随心动--",1478649600,"<b>介绍：</b>节奏电子遇上优质的女嗓，总能擦出闪烁的火花，令人无法抗拒，盛放的电子之音，洗脑狂潮分分钟袭向你的世界。<br><br>精选了84首时下最热门的电子女声，口味比较大众，每首歌都值得单曲循环。<br>",180380,4821,45,31,"[""欧美"",""流行"",""电子""]",10783,8,29,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",108,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",84,15,"否","否","否","是","否","否","否",12.1028210157197,1
"83","『东方治愈系』绝美女声?无尽循环","一条蛍",1439596800,"<b>介绍：</b>累了吗，暂时放下繁忙的工作，放松一下吧ww<br>",298018,23016,82,143,"[""日语"",""ACG"",""治愈""]",2096,8,44,16,"否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否",35,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否",23,0,"否","否","否","是","否","否","否",12.6049091663479,1
"84","『法语』左岸香颂，浓情巴黎","岛屿Soliloquy",1440028800,"<b>介绍：</b>一樽美酒，一杯咖啡，或一张张泛黄的老照片，无可抗拒地带出人们对浪漫情调的向往，和对流逝岁月的美好记忆，听来令人回味无穷，历久弥新。<br>",84175,2880,36,23,"[""小语种"",""流行"",""清新""]",18185,9,131,13,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",79,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",17,0,"是","否","否","否","是","否","否",11.3406532440293,1
"85","『古风』戏腔美如画","顾知安",1461628800,"<b>介绍：</b>世间有朵解语花，凭谁解花语。<br>今生今世，我只是个戏子，永远在别人的故事里流着自己的眼泪——席慕容《戏子》<br>",198738,7915,54,36,"[""古风""]",684,8,26,9,"否","否","是","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",69,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",107,2,"否","否","否","是","否","否","否",12.1997426533353,1
"86","『古风女音』仙音渺渺，绕梁三日不绝","京芷译",1432425600,"<b>介绍：</b>容我睡一觉<br>",110328,3608,23,33,"[""古典"",""古风"",""网络歌曲""]",9214,9,216,17,"否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",48,0,"是","否","否","否","是","否","否",11.6112130261542,1
"87","『和风摇滚』百花缭乱 花莛狂歌","核狗的日常",1459987200,"<b>介绍：</b>尺八、三味弦、太鼓、架子鼓、电吉他、贝斯。大神们凭借这些乐器极好操纵着旋律丰富多彩和技艺超凡的和风诗试歌，互相缠绕的技术经过各乐器无限渲染，在空间散发出强有力的音符，这是来自大神们的信念的集结。<br><br>【选曲出处】<br>东方同人/V家/舰娘/艺人/游戏/乐队/唱见<br><br>【和风Rock地位发展】<br>摇滚乐的影响是广泛的，传到不同的地方就会形成不同的风格。而和风摇滚从90年代发展到至今无疑是摇滚乐坛的一朵奇葩。和风摇滚的最成功之处就是借助动漫形象进行嫁接，形成独树一帜的摇滚风格，否则广大的小朋友就会很少接触和风摇滚，只能从地下乐队知道。<br><br>【和风Rock乐队介绍】<br>（一） 六三四Musashi<br>它是世界上第一只融入日本传统乐器的硬摇滚乐队。乐队成立时间1991年，著名作曲家高梨康治就是这个乐队成员之一，代表作品《火影忍者》、《柳生外传》。<br><br>（二） 和楽器バンド<br>和乐器兼具着日本古和风与现代音乐风格，融合了诗吟，和乐器以及摇滚乐团，给与“崭新的摇滚乐新感觉”。和乐团经各地巡演和他们的代表作品《千本樱》，该乐队的知名度得以迅速扩大，成为和风Rock乐坛的主力军。<br><br>（三）已龍<br>以极致的日本复古主题、和风服装造型而在日本视觉系界备受瞩目的己龙，有着华美的视觉效果与绝艳的舞台风格，和式恐怖美学贯穿他们的音乐。<br><br>（四）Kagrra<br>乐队以日本传统女装出场，带着一种江户时代花魁的妖气， 华丽的和服加上很漂亮的饰物，的确很能反映日本传统的美，再加上很多现代的意念就构成了Kagrra，独特的审美风格了。本人认为这只乐队是个最为维美的和风摇滚乐队。<br><br>共计75首，其他和风向乐队在日本民谣金属歌单介绍，谢谢观赏～～<br>",61990,3858,32,46,"[""日语"",""摇滚"",""ACG""]",231,8,15,15,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",780,"是","是","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是",86,3,"否","否","否","是","否","否","否",11.034728360696,1
"88","『黑暗★致郁系』丧病类BGM＆歌曲","一只枣糕",1422403200,"<b>介绍：</b>...半夜12点不睡觉弄个辣么黑暗的歌单自虐我特喵的也是【未知:你也是蛮拼的。枣糕:是啊，我也是蛮拼.....啊咧我记得家里没人啊～啊啊啊！！！ヽ(*。&gt;Д&lt;)o゜】<br>",70436,3975,25,72,"[""日语"",""夜晚"",""ACG""]",12274,8,87,17,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",103,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",21,2,"是","否","否","否","是","否","否",11.1624597750807,1
"89","『后摇』上帝以痛吻我 我却报之以歌","墨_夏至",1400889600,"<b>介绍：</b>醒着…<br>",121492,4078,83,192,"[""夜晚"",""摇滚"",""轻音乐""]",11562,10,56,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","是",52,0,"是","否","否","否","是","否","否",11.7076036959736,1
"90","『华语』戏曲邂逅流行音乐大盘点","朗格里戈郎",1487980800,"<b>介绍：</b>这个歌单整理的都是华语流行音乐融入了部分戏曲元素在里面，听起来很有意境，很有感觉。分享于2017.3.4<br>",208453,4231,33,32,"[""华语"",""流行"",""古风""]",14011,8,20,15,"否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",66,"是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",129,12,"是","否","否","否","是","否","否",12.2474688751459,1
"91","『静心纯音』如清泉般治愈心灵","Only_简单",1480636800,"<b>介绍：</b>纯音系列第①弹『静心纯音』<br><br>精选30首能够让你静下心来的纯音，如清泉般的治愈你的心灵。<br><br>戴上耳机，让你浮躁的心静下来吧，歌曲我一如既往的排序好，希望你们会喜欢~<br>",127258,2385,26,14,"[""New Age"",""轻音乐"",""安静""]",12769,8,24,14,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",108,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",11.753971800806,1
"92","『抗日战争胜利70周年阅兵合唱歌曲』","晴天布幔笑颜",1441238400,"<b>介绍：</b>阅兵看的振奋人心，歌曲也是听的很人动人心魄，我就问你们，看到了封面这么帅还不收藏？尽量选的合唱，有的找不到合唱就找的耳顺的|?<br>",73414,1613,17,36,"[""华语"",""怀旧"",""兴奋""]",153,9,75,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",77,"否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","否","否",28,0,"否","否","否","是","否","否","否",11.2038699321097,1
"93","『憐香伴』女女對唱古風曲","京芷译",1440115200,"<b>介绍：</b>嗯~ o(*￣▽￣*)o<br>",141316,8679,57,152,"[""古风"",""网络歌曲""]",9214,9,216,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",26,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",68,1,"是","否","否","否","是","否","否",11.8587537965155,1
"94","『灵魂』门罗研究所：双脑同步共振系列音乐","门罗研究所",1460332800,"<b>介绍：</b>双脑同步技术是一种声波技术，把这种声波加到音乐中，可以使人达到不同的意识状态。双脑同步技术的应用范围非常广泛，应用双脑同步技术的音乐，可以治疗头痛以及各类痛症、治疗长期的失眠、治疗长期的心理压力、帮助人们在学习时集中注意力、帮助人们进入放松的状态，而此项技术最初的用途，是帮助人们进入灵魂出体的状态。<br>双脑同步技术是由灵魂出体的名人门罗所开办的门罗实用科学院所开发出来的。门罗实用科学院的主要研究项目，是人类的各种意识状态。其实便是一所专门研究灵魂出体现象的研究所。在一九七五年，门罗实用科学研究院获得双脑同步技术的专利权。<br>经过轮流交替使用不同的有效频率后，科学院开始发展出几种声音频率的总合系统。这系统会产生「频率后反应」，极有助于出体经验和其他特殊的意识层次。其中自然有一种使试验者进入冥想阶段的有效方法。<br>「双脑同步技术」可以使人类能同时使用左右脑，这种方法使用非常容易，也不需要长期训练，而且使用的范围也颇广泛。<br>这种「双脑同步」过程，是以声音促进左脑及右脑同时达成一种相似的脑波。这也是说，我们耳朵听到某种声音讯号时，我们的脑子也会以类似的电波讯号来反应或发出共鸣。又因不同的脑波代表了我们在睡眠或清醒时的意识状态，所以我们可以听某种声音，即可令脑子进入相同的意识状态。<br>我们的左耳和右耳，因为经过交叉神经，所以各自将讯号送达至不同的脑部。譬如右脑收到左耳的讯号；左脑收到右耳的讯号。所以，在两耳各自收到不同的声音振动时(用耳机分离两耳收听的讯号)，我们的左、右脑在这时会一致听到第三种声音。这第三种声音与两耳收到的讯号又不相同。举例来说，如果一个耳朵听见指数为一百的声音，而另一个耳朵听见指数为一百二十五的声音，那时你的脑子发出的讯号只有二十五，而且那也不是一种真正的声音，只是一种电子讯号，只能在两脑同时共同发挥作用时才能产生这种讯号。这种讯号的频率很窄，但振幅和力量郄是一般脑波电图的两倍。<br>假设这种指数为二十五号讯号，会产生一种意识状态，那么两个脑子也会同时集中於同一意识状态。最重要的是，意识状态会随声音任意改变。而且，这种意识状态可使你的需要从记忆学习或再创造。<br>",112487,8921,81,270,"[""另类/独立"",""治愈"",""安静""]",402,5,6,20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",925,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","是","否","否","否","否","否",43,0,"否","否","否","是","否","否","否",11.630592938394,1
"95","『露初雪』美少女万华镜 音乐集","小木曽雪菜",1438905600,"<b>介绍：</b>想不想窥视下由美少女编织的万花筒世界？<br>美少女万华镜 -呪われし伝说の少女- （ -被诅咒之传说少女-）<br>美少女万华镜 -忘れな草と永远の少女-（-勿忘草与永远的少女-）<br>美少女万华镜 -かつて少女だった君へ-（-献给曾经是少女的你- ）<br>美少女万华镜 -神が造りたもうた少女たち- （-神明所创造的少女们-）<br>音乐合集<br>",312361,31743,170,708,"[""日语"",""影视原声"",""ACG""]",36338,10,80,15,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",189,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否",71,0,"是","否","否","否","是","否","否",12.6519148492057,1
"96","『魔性洗脑』逗比的养成计划♂","微笑的鱼a",1436572800,"<b>介绍：</b>本单有毒...LZ已经出不去了(? _ ?)<br>慎入 ！慎入！！(*╯3╰)<br><br>",152411,3609,43,286,"[""日语"",""ACG"",""快乐""]",34151,9,59,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",58,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",43,0,"是","否","否","否","是","否","否",11.9343360981076,1
"97","『魔性小调』欢快节奏，给你的日常加点料！","微笑的鱼a",1456704000,"<b>介绍：</b>本单精选了一些偷税感强、节奏魔性的Q萌小调~不开心的时候听一听有奇效噢！是不是觉得紧张的学习生活压抑的令人有些喘不过来气呢~来给自己的日常加点料吧！~<br>",275509,10365,129,204,"[""日语"",""轻音乐"",""ACG""]",34151,9,59,20,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",89,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否",112,0,"是","否","否","否","是","否","否",12.5263755749181,1
