"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"91","黄霑狮子山下演唱会","荷香蛋卷音乐室",1438128000,"<b>介绍：</b>香港著名作家、词曲家。先前从业广告、电影、作曲。任过香港电视台、电台主持人。为电影、电视剧、歌手、演员作品、导演作品、文学创作、古装歌舞剧、综艺晚会写过歌词。与金庸、倪匡、蔡澜一起被称为“香港四大才子”，又与倪匡、蔡澜一同被称为“香港三大名嘴”。写出2000多首歌曲，其中《上海滩》《沧海一声笑》《狮子山下》《问我》《我的中国心》为“经典中的经典”，被冠以“流行歌词宗匠”，是香港流行文化的代表。伴随着香港电影《英雄本色》《倩女幽魂》《青蛇》《黄飞鸿》《梁祝》陆续走红，黄沾的词曲也传遍了华语地区。黄沾的词作品是他侠义精神与人生哲学结合的最佳体现。<br>个人基本信息<br>黄沾（同沾，与曹雪芹同名）（1941年3月16日－2004年11月24日），原名黄湛森，英文名James.J.S.Wong。香港著名作家、词曲家。1941年广州出生；有八兄弟姊妹，他排行第六。1949年随父母移民香港；早年入读喇沙书院，后升读港大，1963年毕业于港大中文系；先前从业广告、电影、作曲。任过香港电视台、电台主持人。与金庸、倪匡、蔡澜一起被称为“香港四大才子”，又与倪匡、蔡澜一同被称为“香港三大名嘴”。写出2000多首歌曲，其中《上海滩》《沧海一声笑》《狮子山下》《问我》《我的中国心》为“经典中的经典”，被冠以“流行歌词宗匠”，是香港流行文化的代表。 于七、八十年代创作众多电视剧主题曲，揭起粤语流行曲热潮。当中相当多的成功作品都是由顾嘉辉作曲、黄沾作词。这个后来被称作“辉黄”的组合至今仍为人津津乐道。后来顾嘉辉移居加拿大，黄沾亦因病退出乐坛。《家变》《狂潮》《强人》《大亨》《抉择》《风云》《射雕英雄传》这些电视剧的主题曲都是黄沾的佳作。那个时期，可以不夸张地说，香港的每个角落、每个人唱的都是他填词的歌。从此他走上了自己填词生涯的高峰，渐渐开始为电影作词作曲，伴随着香港电影《英雄本色》《倩女幽魂》《青蛇》《黄飞鸿》《梁祝》陆续走红，黄沾的词曲也传遍了华语地区。黄沾的词作品是他侠义精神与人生哲学结合的最佳体现，词坛小生林夕在点评黄沾时说：“以文言笔法写词有如行钢线，一不小心便会一面倒。只有学贯五经才能欣赏。”至今，他仍然是香港歌坛公认的“词坛教父”。2004年11月24日凌晨四时五十分左右，于香港逝世。顾嘉辉亦有回港拜祭他。<br>热门歌曲<br>沧海一声笑、 随遇而安、<br>",2905,69,1,0,"[""华语"",""流行""]",611,10,426,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1003,"否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,0,"否","否","否","是","否","否","否",7.97418866928601,3
"92","黄霑写的那些歌","彼岸之声",1373846400,"<b>介绍：</b>黄霑 老歌 经典<br>",7721,183,7,4,"[""华语"",""流行"",""怀旧""]",26,8,45,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",22,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",91,11,"否","否","否","是","否","否","否",8.95169916830882,3
"93","精选Bass House一脚一油门?秋名山等你","名柯森就我一个",1497312000,"<b>介绍：</b>无论你车技在好 当Bass house曲风一响 我一脚一油门 无人能敌 <br>不服的人 我在秋名山等你<br>Bass house比Future house节奏感还要强 抖腿 甩头必备<br><br>",330,16,10,5,"[""电子"",""流行"",""舞曲""]",7126,8,17,23,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",111,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,0,"是","否","否","否","是","否","否",5.79909265446053,3
"94","爵士名家 ◆ 爵士小号 Chris Botti","大象与蚂蚁",1397001600,"<b>介绍：</b>曾经被美国《人物》杂志评为“全球五十大美男子”之一的克里斯·波提以俊秀的外型和高超的技巧被广大乐迷所追捧。美国著名音乐人大卫·福斯特(David Foster)推崇他的演奏具有迈尔斯·戴维斯(Miles Davis)的特色与切特·贝克(Chet Baker)的性感。<br>",14075,445,8,4,"[""欧美"",""爵士"",""器乐""]",8811,10,180,23,"是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",147,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",11,0,"是","否","否","否","是","否","否",9.55215545300789,3
"95","可爱的西语歌","MarcyChan",1428537600,"<b>介绍：</b>对耶我确实是比较喜欢西语男声呢（朋友说这个歌单有黄瓜味还是乐事薯片那种黄瓜）<br>",8759,195,3,4,"[""小语种"",""拉丁""]",39,7,11,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",52,"是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,0,"否","否","否","是","否","否","否",9.07783702216309,3
"96","魁北克民谣","爵士当铺",1439251200,"<b>介绍：</b>魁北克传统民谣<br>",1607,53,1,1,"[""民族"",""放松""]",9461,9,83,5,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",21,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",11,0,"是","是","否","否","是","是","否",7.38212436573751,3
"97","来自全球咖啡产地的歌谣II","爵士当铺",1439251200,"<b>介绍：</b>本辑继承第一张，依然收录了世界三大咖啡产地的现代歌谣：中南美洲、非洲、及太平洋群岛等十二个国家；不过这一张似乎没有上一张优秀，闻不到咖啡的香气...<br>",1086,59,1,0,"[""下午茶"",""民族"",""拉丁""]",9461,9,83,13,"是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",88,"否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",11,0,"是","是","否","否","是","是","否",6.99025650049388,3
"98","冷门高品质--Part.1","完美的灵魂",1459036800,"<b>介绍：</b>这个系列歌曲，永远不会太多，单子里永远21首，攒够21首就发。via独行的灵魂#NO.481<br>",14644,266,6,5,"[""欧美""]",44003,10,503,13,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",60,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",21,0,"是","否","否","否","是","否","否",9.59178597424013,3
"99","冷艳欧洲酒吧音乐","双鱼脆脆",1476576000,"<b>介绍：</b>如果说摇滚是一群人的呐喊，嘻哈是一群人的狂欢，电音就是一个人的释放。一单收集欧洲冷艳迷幻风格的lounge电音、电爵。<br><br>入选组合：<br><br>（1）德国电子双人组合Naomi，百分百有着人性的好听电音；冷艳梦幻氛围。<br><br>（2）德国最受欢迎的Jazzamor，电子缓拍中弥散着BossaNova的舒适氛围。 <br><br>（3）奥地利电子组合Waldeck。创立人Klaus Waldeck之前是版权律师。（超喜欢他们后期的电爵风）<br><br>（4）挪威的3-11porter，高冷的北欧lounge风格；他们的音乐总能触发某种情绪。<br><br>（5）SaintPrivat 圣.佩瓦，奥地利电子音乐人克罗斯.瓦德克2002年创立，乐队得名于主唱生活的法国南方小镇。<br><br>（6）其他：选自法国著名DJ为巴黎五星级酒店Hotel Costes打造的同名Lounge音乐系列。巴黎时尚音乐，营造炫烂浮华，暧昧暖意的氛围。<br><br>有好听的再添加<br>",2783,75,5,0,"[""电子"",""酒吧"",""放松""]",7401,9,146,8,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",461,"否","是","否","是","否","否","否","是","否","否","否","否","否","否","是","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,0,"是","否","否","否","是","否","否",7.93128476152589,3
"100","灵魂歌王 雷.查尔斯","老乔-如歌",1476489600,"<b>介绍：</b>雷·查尔斯（英语：Ray Charles，1930年9月23日－2004年6月10日），本名雷·查尔斯·鲁滨逊（Ray Charles Robinson），七岁失明，美国灵魂音乐家、钢琴演奏家，是节奏布鲁斯音乐的先驱。他是第一批被列入摇滚名人堂的人物之一，《滚石杂志》亦把他列为“100个最伟大的艺人”中的第10位；法兰克·辛纳屈称他为“音乐界唯一的天才”。<br>",620,21,1,0,"[""欧美"",""爵士"",""蓝调""]",2196,10,655,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",193,"否","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",67,2,"否","否","否","是","否","否","否",6.42971947803914,3
"101","灵魂乐歌后ArethaFranklin","双鱼脆脆",1472342400,"<b>介绍：</b>??艾瑞莎·弗兰克林（1942～）。 灵魂歌后Queen Of Soul，几十年演唱生涯中获奖无数，包括21座葛莱美奖，尤其节奏蓝调的项目似乎就专为她设置，另外终生成就奖、第一位女性艺人进入摇滚名人殿堂者也唯有艾瑞莎·弗兰克林！ <br><br>60年代，大部分灵魂演唱家的主要听众仍是黑人，也许偶尔会进入白人市场。弗兰克林则不同，她没有改变灵魂乐的特色，却在黑人和白人中都拥有大量听众。她的音域很宽，常常可以充满激情地从很低的女低音快速转向喊叫式福音歌女高音。<br><br>她演唱了七十多首流行单曲与近百首节奏蓝调单曲，Chain Of Fools&quot;、&quot;Share Your Love With Me&quot;、&quot;Think&quot;、&quot;Spanish Harlem&quot;、&quot;Until You Come Back To Me&quot;…都是节奏蓝调榜的冠军曲。<br>",1015,23,1,0,"[""R&amp;B/Soul""]",7401,9,146,19,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",428,"否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",6.92264389147589,3
"102","零之使魔oped","乙坂奈緒",1392422400,"<b>介绍：</b>山口老师死的太早啊。。。感觉好听得只有I SAY YES呢，有爱自取～<br>",11372,217,2,4,"[""日语"",""ACG"",""怀旧""]",310,7,73,8,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",49,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否",7,0,"否","否","否","是","否","否","否",9.33890947277089,3
"103","伦巴弗拉门戈","爵士当铺",1438041600,"<b>介绍：</b>伦巴弗拉门戈，此专辑探索了发源于上世纪九十年代西班牙等地的新弗拉门戈：带有拉丁、爵士、萨尔萨等风格的弗拉门戈音乐，可是说是一份当代西班牙音乐掠影。<br>",4018,95,2,0,"[""世界音乐"",""拉丁"",""性感""]",9461,9,83,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",87,"否","是","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",13,0,"是","是","否","否","是","是","否",8.29853954537488,3
"104","萌妹南国风ACG精选","七分融雪",1400976000,"<b>介绍：</b>主要以拉丁南国曲风为主。如新发现，随时更新。<br>",13522,496,7,21,"[""日语"",""拉丁"",""ACG""]",15974,8,107,10,"是","否","是","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,0,"是","否","否","否","是","否","否",9.51207326765062,3
"105","萌妹纸什么的人家才不是呢，哼！","爱沫飘梦",1424563200,"<b>介绍：</b>连续下去也没关系哦，早晚会将你融化的~^o^~<br>",19027,660,6,44,"[""日语"",""影视原声"",""ACG""]",8439,8,106,15,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",37,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否",86,1,"是","否","否","否","是","否","否",9.8536143020404,3
"106","萌萌哒的萝莉卖萌魔曲","紫色的雨季",1447977600,"<b>介绍：</b>萌之魔性、无形洗脑、绕耳不绝。收录节奏略轻缓<br>",792,59,2,2,"[""日语"",""兴奋"",""ACG""]",674,9,43,10,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否",93,0,"否","否","否","是","否","否","否",6.67456139181443,3
"107","米娜桑推的软妹TOP20 第2期","七分融雪",1425081600,"<b>介绍：</b>来自各位在朋友圈推荐的ACG软妹歌曲合集，排名不分先后，当然里面也混了些咱自己的推荐，嘛，以后每隔一段时间就做一期好了，20首的速度太快了- - ，这才几天..<br>",10746,1217,6,17,"[""日语"",""ACG"",""游戏""]",15974,8,107,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",94,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",9.28228887128877,3
"108","米娜桑推的软妹TOP20 第6.6期 萌Patch","七分融雪",1439078400,"<b>介绍：</b>嗯，因为第7期还没出收集到20首软声系列歌曲，所以萌系补丁还是算第6期的补丁系列，暂定6.6补丁。<br>",2329,181,4,9,"[""日语"",""ACG"",""游戏""]",15974,8,107,25,"是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",63,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否",19,0,"是","否","否","否","是","否","否",7.75319426988434,3
"109","民族融合赏析·柒 | 山水立体结构","元粥粥",1491523200,"<b>介绍：</b>从古至今，有无数文人寄情于山水。竹林深处，嵇康与好友吟诗作对;淡水河边，汪伦与李白依依惜别。山水、蝉鸣、园林、古刹等对于中国人来说，不仅仅是一种风景，更是一种情愫，对于乡愁，对于人生中的欢愉和一切不得志的抒发。这也铸就了山水元素在中国传统文化中不可撼动的地位。<br><br>而今，随着传统文化在大众视野中的逐渐式微，反而像舶来品一样，还好，有这些音乐人，经过他们融合的音乐作品更加立体，更加饱满，再次让我们感受到那种“姑苏城外寒山寺，夜半钟声到客船”的山水情愫和古意。<br><br>制作：西子貝、元粥粥<br>文案：西子貝<br>封面：西子貝<br>",540,51,8,5,"[""电子"",""民族"",""器乐""]",8722,8,67,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",287,"否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否",18,0,"是","否","否","否","是","否","否",6.29156913955832,3
"110","摩登舞曲；标准舞曲；体育舞蹈；","野孩行",1430438400,"<b>介绍：</b>网易云上听到的摩登舞曲，话说挺少的，还是我没有找到<br>",19209,524,12,2,"[""舞曲"",""运动""]",26,9,47,15,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",39,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",44,3,"否","否","否","是","否","否","否",9.86313419818691,3
"111","摩尔多瓦吉普赛小提琴?Sergei?Trofanov","yuyaran",1408752000,"<b>介绍：</b>花样年华的插曲一定不会陌生，Sergei Trofanov为吉普赛后裔，出生于前苏联的摩尔多瓦共和国，就读于达克齐尼夫音乐学院，服兵役进了前苏联军队以后，才真正从事小提琴演奏，以后，象他的祖先一样他四处游历演出，由于在音乐的技艺超群，被评为“五星魔幻小提琴家”。<br>",2900,99,1,1,"[""古典"",""民族"",""世界音乐""]",7720,7,154,26,"是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",145,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",25,0,"是","否","否","否","是","否","否",7.97246601597457,3
"112","摩洛哥迷踪","爵士当铺",1421107200,"<b>介绍：</b>中东与北非融合而成的沉思迷幻音乐，基调是伊斯兰民乐，仿佛走进神秘的1001夜的故事中...<br>",7142,167,5,8,"[""夜晚"",""世界音乐"",""怀旧""]",9461,9,83,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",59,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",12,0,"是","是","否","否","是","是","否",8.87374812815439,3
"113","南太平洋 South Pacific","莎士比亚书店",1425772800,"<b>介绍：</b>BBC摄制队于不同岛屿发现了南太平洋一系列令人赞叹的自然景观，包括难得一见的海底火山爆发、壮丽的宝石珊瑚礁、虎鲨猎获信天翁的一刻以及能撕开椰子的陆上巨蟹<br><br>在一些被隔离的孤岛上，更发现了特别进化的食肉毛虫、有耐寒能力的吸血虫、交配时会发出像牛蛙一样叫声的怪叫鹦鹉、及尾巴像猴子尾的小蜥蜴。南太平洋的土著是地球上最僻远的人类社会，他们会为大家细说祖先们是如何由千里多外迁徙到岛上定居。时至今日，当地居民仍依赖庄稼和捕猎为生，他们拥有独特生存技巧及保留了一些奇异的风俗仪式。<br><br>南太平洋是太平洋南部的海域，远离大陆的洋面上星罗棋布多达2万余个岛屿。这里也许是地球上最偏僻的地方，海洋的隔绝造就了地球上所特有的生态景象，从撕扯掉椰子的大蟹；到把猎物钉在匕首般爪子上食肉毛虫的自然生态；从高高的木制脚手架上纵身鱼跃来庆祝他们每年的收获；<br><br>土著部落将年轻的战士变成鳄鱼人的成人仪式的人文景观……你还将通过镜头看到海底火山爆发时的影像，虎鲨远行数百里去享用刚会飞翔的信天翁幼雏的盛宴等终身难得一见的宏伟景象。<br><br>南太平洋的新西兰超级富饶的海岸支撑着庞大的特技专家——海豚群，它的珊瑚礁是地球上最丰富多样的。<br><br>没有几个地方的野生动物比古怪的加拉帕戈斯群岛更丰富的，是热带企鹅和冲浪高手海狮的发源地。<br><br>片中始终贯穿着最大的海难故事——令人鼓舞的莫比·迪克的事件，揭示出在这片看似蔚蓝的大海里巨大的生存挑战。<br><br>第1集 众岛之洋<br>第2集 漂流者的天堂<br>第3集 无尽蔚蓝<br>第4集 火山列岛<br>第5集 怪异的岛屿<br>第6集 脆弱的天堂<br>",3266,125,2,4,"[""欧美"",""放松"",""影视原声""]",38217,10,906,18,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",728,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",27,0,"是","否","否","否","是","否","否",8.09132127353041,3
"114","南太平洋群岛民乐","爵士当铺",1438128000,"<b>介绍：</b>世界音乐厂牌 Putumayo 第 126 张唱片《南太平洋群岛》，收录世面上少见的南太平洋岛国音乐。专辑并未选择传统的部落音乐，而是展示了当地传统音乐表现的当代民歌。<br>",2392,95,3,6,"[""旅行"",""世界音乐"",""治愈""]",9461,9,83,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",98,"否","是","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",11,0,"是","是","否","否","是","是","否",7.77988511507052,3
"115","欧美节奏鼓点精选│ Vol.1","活在水里的猫",1465776000,"[无简介]",8814,100,1,0,"[""欧美"",""流行""]",12275,10,39,15,"是","否","是","否","是","是","是","是","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",8,0,"是","否","否","否","是","否","否",9.08409664540193,3
"116","帕瓦罗蒂和盆友们","双鱼脆脆",1476230400,"<b>介绍：</b>老帕与蓝调歌手、爵士歌手、摇滚歌手一起愉快地玩。<br><br>（为保持老帕的绝对优势和歌单的曲风一致，老帕与蓝调王BB.King的合作神曲移到BB.King的歌单里了；老金的烟嗓也是太有气势，老帕也占不了多少优势）<br>",750,44,1,2,"[""经典""]",7401,9,146,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",122,"是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",16,0,"是","否","否","否","是","否","否",6.62007320653036,3
"117","齐木楠雄的灾难","Raja-Nidhogg",1472083200,"<b>介绍：</b>ohoo～ここみ～<br>",16324,142,1,2,"[""日语"",""ACG"",""校园""]",173,10,226,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",10,0,"否","否","否","是","否","否","否",9.7003916965257,3
"118","骑上哈雷，穿越沙漠","小狗核",1431648000,"<b>介绍：</b>老式摇滚情怀<br>",1006,11,2,1,"[""旅行"",""摇滚"",""兴奋""]",12,8,7,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是",15,0,"否","否","否","是","否","否","否",6.91373735065968,3
"119","骑上摩托驰骋在路上（电吉他篇）","biangbiangS",1423440000,"<b>介绍：</b>听歌前请自行脑补 开辆美式哈雷在美国高速上.<br>",4707,93,3,1,"[""摇滚"",""吉他"",""驾车""]",17,9,7,15,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",15,0,"否","否","否","是","否","否","否",8.45680604140114,3
"120","轻音乐 α波 潜意识疗法 元气恢复","擂钵",1366156800,"<b>介绍：</b>α脑波音乐之元气恢复，达到学习工作的最好状态。<br>",15085,480,4,5,"[""轻音乐"",""学习"",""工作""]",77,6,9,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",37,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",7,0,"否","否","否","是","否","否","否",9.62145615159316,3
"121","情迷独特的磁性男声 圣诞暖??特辑","小翰子",1419206400,"<b>介绍：</b>醇厚磁性男声+真情的无言倾诉+感人之肺腑的歌词 =不可错过的无可比拟的磁性男声辑. 【ps:祝大家圣诞快乐，心想事成!】<br>",17222,1009,16,33,"[""欧美"",""性感"",""夜晚""]",57184,10,168,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",74,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",42,1,"是","否","否","否","是","否","否",9.75394291525611,3
"122","全国夜店精选 Club Remixs丶","shikEkk-",1475452800,"<b>介绍：</b>电音<br>",11208,139,10,1,"[""欧美"",""电子"",""酒吧""]",776,9,15,19,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",998,86,"否","否","是","否","否","否","是",9.32438308801684,3
"123","桑巴巴萨诺瓦","爵士当铺",1438041600,"<b>介绍：</b>桑巴巴萨诺瓦，巴西新音乐从世纪之初开始活跃，Putumayo 这张唱片正是展示与以往不同的桑巴和巴萨诺瓦音乐。虽然专辑缺少某些知名艺人的参与，歌曲本身也不是十足优秀，这张选集带来的面貌一新的巴萨诺瓦依然值得一听。<br>",5177,82,1,0,"[""旅行"",""世界音乐"",""Bossa Nova""]",9461,9,83,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",120,"否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",11,0,"是","是","否","否","是","是","否",8.5519810169019,3
"124","绅士的自我修养","史莱姆骑士",1422230400,"<b>介绍：</b>我要循环！不要拦着我！主要是想做爱马仕的单曲精选<br>",5414,355,2,9,"[""日语"",""ACG"",""游戏""]",8227,10,200,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否",238,4,"是","否","否","否","是","否","否",8.59674347017425,3
"125","深夜爵士1-灵魂安放的时光","双鱼脆脆",1472256000,"<b>介绍：</b>深夜，灵魂安放的时光。器乐为主，偏安静。（安静的爵士曲往往心浮气躁时听不进，神定气闲时听不懂，却是午夜清醒沉思时的良伴）<br>",3505,126,2,0,"[""爵士""]",7401,9,146,13,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",74,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",31,13,"是","否","否","否","是","否","否",8.16194579946869,3
"126","深夜爵士2-与影子一起舞蹈","双鱼脆脆",1475452800,"[无简介]",1048,86,2,1,"[""爵士""]",7401,9,146,13,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,2,"是","否","否","否","是","否","否",6.95463886488099,3
